class,monster kills per death,death in pvp percentage,player kills per death,accuracy
cleric,0.9978765623259945,0.022221069421333825,0.1987904636948618,0.473678700237686
cleric,0.24990805587395967,0.0887438727985218,0.2444477952917406,0.7600933658729134
cleric,0.33020084846904074,0.38090710089127666,0.23806367868638567,0.7392771745229407
cleric,0.7452333443370219,0.2372972162058115,0.4361539814252097,0.7405027359737457
cleric,0.2560559270541988,0.29550851942361656,0.12325046100382969,0.698400529055907
cleric,0.6639075561631824,0.04263728286705676,0.6189236717854577,0.507775318415756
cleric,0.6821551633125523,0.38081242231441015,0.024450756026882695,0.67814464919295
cleric,0.29882918146191434,0.016794201908275158,0.13287070091360592,0.6021987308859942
cleric,0.17307971064642969,0.2729549631142125,0.15896153038184607,0.6098892772752253
cleric,1.0082781993911498,0.07120530202315284,0.15304988779265732,0.9651214746324417
cleric,0.6397172971553363,0.04778237996771223,0.0853205585147367,0.7680064561703908
cleric,0.24830910663327735,0.113953489932934,0.6331376557473694,0.1605537149347915
cleric,0.23385619564693386,0.12780420826335054,0.7095570036980847,0.6731910052705601
cleric,0.15985356735753223,0.10253131496919851,0.20091622560728367,0.6973384187551591
cleric,0.47538236373280807,0.013891114760200232,0.07976824434527305,0.8421255169853133
cleric,0.028471832209280457,0.022579207859178593,0.413905582115996,0.708881492409584
cleric,0.44782374291269367,0.14643643247239765,0.12788956485419978,0.38644835384079035
cleric,0.3344860816075382,0.06441007341357753,0.1942297134581874,0.6266141684114971
cleric,0.8914088728492767,0.14520136117709334,0.46671724386658114,0.552014239735308
cleric,0.15918829196754178,0.29281388578706347,0.33018032195353525,0.638704103380999
cleric,1.1752634365089916,0.0870703870903945,0.24314439839836877,0.8648917855764506
cleric,0.7361411010144603,0.16622078852225,0.08775465120431586,0.9966082826465266
cleric,1.4351917621988741,0.2123568252078499,0.2748330581514912,0.604097898372837
cleric,0.7444557965242766,0.3912187755865515,0.2475056042194283,0.5363672846235139
cleric,0.3983609580691099,0.17869631329272762,0.25814516669185655,0.6848284227003569
cleric,1.033476388595426,0.14858687263010018,0.22611591324275604,0.626427648289381
cleric,0.6120797732667903,0.20016649769114617,0.13816680769580553,0.41094973175628724
cleric,1.2569702005710386,0.15839395365202588,0.2704013884042667,1
cleric,0.41071908507788685,0.3297542611685703,0.09046017856294475,0.8773564661004469
cleric,0.48416544226457225,0.07988694050065528,0.13848369719744316,0.9289589106022492
cleric,0.1293839774027002,0.17845123687872166,0.00664812219854119,0.6893246606389588
cleric,0.8244013522535044,0.2314045064170368,0.19978343927541725,1
cleric,1.1671244772113083,0.00494257836691285,0.17629961397275917,0.39752878817980675
cleric,0.03338794715031845,0.19447562237257698,0.14361144247200608,0.19669794225297937
cleric,0.5744930869240152,0.1979168412259363,0.04684427886848218,0.6145140750962638
cleric,0.5805201246759644,0.1894193653816016,0.10197620406213147,0.6129828245494058
cleric,0.8637198958389086,0.034732837737186065,0.22517708515425794,0.778748718237791
cleric,0.6646893262024677,0.4648311806604699,0.27192738964270613,0.7461199819570659
cleric,0.04878064566133816,0.06920090061821516,0.08969940194546892,1
cleric,0.08238130135153858,0.07821271816589687,0.17923075952324208,0.8913320480362514
cleric,0.12066391402457698,0.007047760434570158,0.23764842590101093,0.600926910840189
cleric,0.2789029419423502,0.012563207671767065,0.012731442222723259,0.6358806359937557
cleric,0.048678718654527,0.09916621300352066,0.05989535824801316,0.8296626155156048
cleric,1.263363641239211,0.14811336136343653,0.418059645662834,0.22876233990664335
cleric,0.787651970474961,0.0773301041909655,0.25327794826254,0.6628255056692051
cleric,0.3486878736233887,0.10821536470371801,0.01784361181734169,1
cleric,0.9970501184924115,0.31448302616832857,0.024298869142882845,0.8825132076157474
cleric,0.1733094922946413,0.330242605286813,0.14320237334446673,0.7821381517353236
cleric,0.5450632625533242,0.030562521718214997,0.04998240309116704,0.6493794601310277
cleric,0.33627895949131226,0.44342302344363793,0.04461226143282482,0.7472780532333058
cleric,0.5820632985918567,0.2872324283229353,0.0832102283521383,0.6672743128407951
cleric,0.4316410086634774,0.038051225345126755,0.03909790396620473,0.9416172918263016
cleric,0.5849173937518531,0.2508991261303175,0.24255127935632004,0.699123667472279
cleric,2.122461138395303,0.055807786515297386,0.21960779477527698,0.7800785541188234
cleric,0.49268261476522435,0.2862109598455109,0.09534200216526584,0.7832435213976685
cleric,0.1569514704595064,0.090781554177857,0.00916973979181513,0.6772380984143932
cleric,0.1416505994256329,0.13599444897761442,0.27701361357291604,0.9590612376487797
cleric,0.2563826457336386,0.254887693608398,0.14673012662765827,0.6103188215788442
cleric,0.6737297074227347,0.11370995061895159,0.04636705113744947,1
cleric,0.19942622999748597,0.25978551873908806,0.428671768338894,0.658200731358567
cleric,0.6305762445565233,0.004280366842834518,0.09285855422900725,0.5047065877617252
cleric,0.9235574531121361,0.04498517879275449,0.135903207426061,0.8315428056147662
cleric,0.19617407392720917,0.0896099599429871,0.20344492135294212,0.6973271730803687
cleric,0.2923963024052716,0.2114521228257226,0.11617245296698481,0.5858412682072875
cleric,0.26619684822824724,0.4081741881990927,0.23836105255322,1
cleric,0.2392867646713571,0.2797326099465666,0.28022766795609144,1
cleric,1.6326206456860435,0.14759405943844198,0.12124564918460685,1
warrior,5.3304144243066816,0.7748075363306615,0.3150775973144801,0.8
warrior,5.881716465048599,0.7142829957823479,0.9898000535743982,0.23109320076670226
warrior,3.794989870099524,0.7555756117794078,1.4774323425470974,0.7782130141884677
warrior,1.271382943161803,0.5075534123792382,0.2742445592878599,0.3132800665486377
warrior,4.240400376396565,0.9,0.09666218441585628,0.463776586721139
warrior,2.925124540371864,0.6046810452067152,0.24187709757818943,0.5848236849951592
warrior,1.4789856020616385,0.757538137832981,2.2756749163614005,0.5290280741233683
warrior,7.919672481414316,0.9,2.075094896440406,0.7746381281456473
warrior,5.201922086178419,0.16608799378122902,1.9205495092762477,0.8
warrior,0.7158653971636636,0.9,0.4988631934784929,0.7298756318077091
warrior,1.8037878610850888,0.8344058356376136,0.6276850176978568,0.1955358450911879
warrior,2.555610363254851,0.9,0.20199728450915355,0.5600803075930809
warrior,6.798144450558981,0.3706948760864297,1.6883376874400902,0.6664017673958711
warrior,2.6356322124689715,0.5844537232594536,1.898860170040834,0.8
warrior,0.7681997334856625,0.9,0.23562075425660384,0.15796862074356618
warrior,4.473183365126987,0.9,1.7757780610703902,0.5852028799663634
warrior,3.9813069113165884,0.7838138660563275,0.6855142309060485,0.6642158215150791
warrior,4.664992283829391,0.5836082147150106,0.6642434349083166,0.28331073064926887
warrior,1.3085715410784764,0.14643405846646096,0.6218851648503375,0.5402280961342882
warrior,1.8093455823330247,0.6760921039514596,1.2282236927329244,0.5268465260103448
warrior,1.0701699911576044,0.9,1.35857342227394,0.8
warrior,1.9680351084670755,0.7340297628846136,1.8200967396310803,0.2886900228526805
warrior,5.553124962050296,0.6531736444149874,0.35507588279454677,0.5098387463266607
warrior,3.710472535769531,0.9,0.37529599755919435,0.2923571644120359
warrior,2.4396273567251683,0.9,0.5057090756925452,0.8
warrior,2.2398640531365057,0.9,0.439697363859824,0.28893673705024164
warrior,4.958694340382812,0.45278637074317296,2.1688903831249426,0.7303228799848457
warrior,4.935243128378138,0.7029850109913971,0.8628105036291693,0.4303975209078803
warrior,3.0542862135482514,0.5735263982609661,1.396166691384289,0.8
warrior,8.082511540550655,0.9,0.20872809506356943,0.535144613279618
warrior,1.1561923334259732,0.23888842051496306,0.559831546811582,0.25355774905121503
warrior,8.328253495357817,0.9,0.9917695422308014,0.3025495163811852
warrior,4.447886949216505,0.29072240203679567,0.9538701226034445,0.40578406255581556
warrior,6.398639749877071,0.9,0.39244434284419843,0.632105196727246
warrior,3.4097264325504257,0.4012851523837765,0.21302275947312077,0.37778458478518673
warrior,2.078284084396984,0.6474558785009348,1.327288196030862,0.6162950414966643
warrior,8.964098919550269,0.20496954564131814,0.5165506625869132,0.7172772986135533
warrior,2.035870521195486,0.5094220594733158,0.2020085444350826,0.6664249353547556
warrior,1.3321320384735849,0.9,0.5295043146859612,0.8
warrior,8.670345142309946,0.9,0.38140086927973404,0.8
warrior,1.6911253515156381,0.9,0.26080814124280804,0.8
warrior,1.000892971483168,0.4654622490131015,0.5935560338217782,0.3693970605014769
warrior,3.787251094277783,0.5681772772237332,0.8109864880509202,0.504480270301583
warrior,1.7227970805578718,0.9,0.695314575942194,0.3453338922570663
warrior,1.77050323411077,0.9,0.0586537326008211,0.3961870785254339
warrior,2.628963216880071,0.6720908537458434,1.7845949510440184,0.4823880309894045
warrior,1.791045536919044,0.6417236276808209,0.9399408754416635,0.8
warrior,1.9101694660373196,0.5768726514679483,0.8021007380598172,0.7414942031574323
warrior,4.121335874337639,0.9,0.09535306959058974,0.4117287457004253
warrior,4.634477283250929,0.6581058251659907,0.8366212756873694,0.4468439701374449
warrior,2.0921353688945703,0.8896933257015088,1.0958789869777938,0.3719031422421797
warrior,7.2200797274555555,0.9,2.264411845665209,0.33946807840149384
warrior,4.477056874250895,0.5815163054991517,1.9898755490230806,0.8
warrior,2.1189128203858454,0.9,0.43547975845789694,0.4979347297008667
warrior,6.005966174831625,0.28194179556125976,0.3339415093979426,0.8
warrior,0.8510833602345385,0.45442029052197774,0.21341803304568469,0.1576895621015458
warrior,1.5492028198598844,0.344589746075901,2.0116745072968243,0.19013273916195578
warrior,1.8685078616399624,0.16065076750256976,1.069050802039715,0.29422051135795446
warrior,0.8069971017603692,0.9,0.9310240501997086,0.523533560511124
warrior,3.0230127500782005,0.15567517111691054,0.12273339415375882,0.4289945304051055
warrior,4.153553377698994,0.6219652023671208,0.7648158506148429,0.6293596689522413
warrior,3.0208198515584783,0.2054544081813574,1.824089553627767,0.2210663596778702
warrior,10.09450696748327,0.9,0.12806614017382117,0.3699559794535153
warrior,6.729813974808053,0.9,2.491416618329966,0.5492264772987128
warrior,7.343498352781557,0.10728798209173498,0.37683621420479724,0.43659253736113246
warrior,4.367837561753561,0.6660062869257362,2.8157545428045627,0.49363671138719556
warrior,1.5459955853503529,0.41213485003197015,1.074452376675411,0.8
warrior,6.5988906647700905,0.26909738773718017,0.5307331327779689,0.4888838419224494
warrior,5.7211193627101995,0.9,1.1994697599626196,0.6046394510101843
warrior,0.5119050237521847,0.5233234755641331,0.07553587595601406,0.17831372334253834
warrior,4.280761637996905,0.6632050813326764,0.4968916008863921,0.20423931503113682
warrior,3.409143608696366,0.6604525561617778,0.6045681541812803,0.8
warrior,1.6317177283370499,0.11321736531690918,1.0459384241752434,0.1527837022145557
warrior,4.480631945293668,0.7513254556806995,2.2788962651823184,0.8
warrior,7.955805969807988,0.5024357335737133,0.318373267946692,0.3368924798199553
warrior,1.509023018218131,0.615275565908568,0.3967013670274094,0.8
warrior,3.6138592813109907,0.7685495251019524,0.86504558572879,0.6637947461674817
warrior,2.6738579436542373,0.5401157217798228,0.47166690724602983,0.6814698405944268
warrior,0.6501128615538708,0.9,0.10036086519544078,0.42305665778487134
warrior,1.7138819527543623,0.9,0.2207922906165346,0.8
warrior,6.122440700065605,0.9,1.0605367110453454,0.4290913014426918
warrior,4.890053490382707,0.9,1.8534475793721568,0.8
warrior,5.524717225192227,0.8998129975609078,0.1394083610999785,0.6768934939033439
warrior,2.0839519942570632,0.9,0.5429539771946625,0.3690810255922609
warrior,4.6102433024354745,0.9,0.1143947106178346,0.24484324204401137
warrior,0.6515791759030878,0.9,1.6068555392755823,0.7020930770739459
warrior,0.93537918421395,0.48638411628064204,2.351276160393395,0.31007149636163195
warrior,8.314079168211986,0.9,0.41992326153550535,0.8
warrior,4.127219952271698,0.9,0.6246231070617758,0.8
warrior,2.489608269366113,0.9,0.7260435764807307,0.5795077155159173
warrior,1.1041817404701826,0.2733529342030238,0.28052438257844675,0.578261686226258
warrior,0.5313394533080552,0.9,2.1787230212441724,0.5169518590833614
warrior,3.7375770623624254,0.36236458736937693,3.6874914809354697,0.4887855302654832
warrior,3.479187691358607,0.11337051390567214,0.7020797519255876,0.8
warrior,1.6861369753250468,0.9,0.4460295744447112,0.158559327684109
warrior,5.054043911268698,0.9,0.7832787643080479,0.3496179711446955
warrior,3.505380895666982,0.1134769973990787,0.8687709998997993,0.30482093473532484
warrior,0.8226917231021635,0.6896189300380337,1.8435853342774913,0.6772751690381271
warrior,1.07994717814931,0.9,0.8394777207762908,0.26471357345302166
warrior,5.1404129191350645,0.26366371517000065,1.1208697351874868,0.29056237130240953
warrior,0.7640176329701762,0.5757693514334484,1.6369809898290795,0.5787840921070802
warrior,2.6405532196124835,0.5605317078959132,0.8470940327376758,0.5463471582828442
warrior,3.513504102128277,0.3730282094294002,0.17704736771067098,0.1936730712262466
warrior,0.5971020517028824,0.9,0.2910193974028862,0.21704025998863435
warrior,3.242999794522714,0.5727875226005955,1.5121565397698677,0.33044951328206207
warrior,4.031987372135225,0.9,0.08909922684339446,0.7655953743043705
warrior,0.545187191449521,0.6651018720596121,1.3565819616623966,0.7176508179743166
warrior,2.289419898150811,0.4113375873026347,1.1384189273957364,0.8
warrior,2.515230174790242,0.9,1.5298442845858486,0.8
warrior,7.258616663552517,0.2381066484917409,0.6652505223577958,0.46668983028413
warrior,4.770019744198051,0.9,0.39535061991474,0.7037988944039424
warrior,3.1858990723324756,0.5312921967823708,0.37261267997332076,0.311276312883822
warrior,8.32959837955012,0.9,0.12926701252423806,0.8
warrior,1.3734385685044557,0.7578423513306433,1.8667534415610498,0.8
warrior,3.766820815670418,0.9,0.8678577905001675,0.25961203312278874
warrior,11.657355447929708,0.2541263551625095,1.520190130542351,0.31567016132663284
warrior,5.916995924532883,0.9,1.07170896584064,0.551579820115105
warrior,4.531456154864312,0.17433372926928398,2.4235572665446434,0.7082385482437668
warrior,4.370723092981402,0.9,0.5410734375194748,0.3899923037798646
warrior,0.8119681943076922,0.9,0.2589575043995528,0.551717643393156
warrior,5.240443609091905,0.9,0.5072351811228284,0.7829351698678632
warrior,0.5251178014977531,0.596738301531999,0.25877652337055296,0.8
warrior,0.6827314852548666,0.9,0.4586336802072268,0.6558396395373666
warrior,2.6044948750886294,0.4451835597736419,0.6382989956250665,0.47968867104269575
warrior,4.7700876505352285,0.9,0.5191435999598282,0.8
warrior,2.369587819518551,0.8073002462709825,1.0169245532570268,0.8
warrior,4.043408047516399,0.9,1.1140358801998729,0.8
warrior,3.6127046500148245,0.9,0.3013825062904844,0.17983392195771297
warrior,2.5193972479682394,0.8235055214959036,0.5369708433351835,0.7963589584207114
warrior,4.3163681280507875,0.9,0.6108273975193147,0.8
warrior,9.184239701231894,0.9,1.3288175911182658,0.6099407472221955
warrior,2.314035132356135,0.35069518554764656,2.7158644797819607,0.8
warrior,0.9240785947275116,0.2622949663749952,0.3999454604731563,0.8
warrior,2.6189356654870597,0.9,1.2197384634462478,0.5476065107672184
warrior,7.451080705854603,0.9,0.6240679499926884,0.5223293773934572
warrior,1.1826971305842218,0.9,0.23613146621246978,0.7767099641488017
warrior,3.645205684727753,0.31636019810753335,2.34394463853179,0.8
warrior,4.135759957638035,0.5156504197913531,0.313233310295239,0.2747886262566617
warrior,2.344601666797925,0.9,0.6760988683719682,0.4283426885936831
warrior,1.656236150189823,0.9,1.1740568458477092,0.738672918683155
warrior,2.7529342611396204,0.9,0.6130503345435163,0.34647867900584495
warrior,0.5625577954917261,0.9,1.61563832821669,0.2645793403244104
warrior,2.3200828870166603,0.9,1.5932035672094653,0.405083353308329
warrior,1.7998233064837292,0.9,0.9282955252988289,0.8
warrior,9.698541995673589,0.9,1.1842610391146489,0.6940765787525113
warrior,2.819207912401132,0.20785462412397976,1.0904312285932103,0.20719551504848488
warrior,1.9546964097589852,0.36610932449420397,0.7792296609984195,0.38549904553197745
warrior,1.6165690582503036,0.3323089560219682,0.24821895312895442,0.6034568127921368
warrior,3.0765208151144625,0.42995836320794567,1.2210632259751057,0.43521709763751415
warrior,6.771582459680874,0.7869973624227073,0.3579361729938503,0.7671079753644843
warrior,0.6908152513533284,0.9,1.2988336013956139,0.8
warrior,7.955116880513329,0.9,1.069017202227886,0.4444151139877569
warrior,3.5276377145779225,0.7611908107392703,0.927332869916524,0.25525681326084904
warrior,1.221192793772075,0.5091900406593682,1.3270594096549442,0.8
warrior,3.293510629989838,0.9,1.0322972648482551,0.17761746808519277
warrior,4.864285600143672,0.5179461672129955,0.24656183106634405,0.34289940845298994
warrior,2.736363209742819,0.6019557239421182,0.06220925383441482,0.8
warrior,4.885328149958679,0.9,2.062946281611241,0.8
warrior,5.771476609787244,0.9,0.31767199079271624,0.18271784412002212
warrior,2.329032683593083,0.9,1.4709291085732346,0.7553932932332789
warrior,5.1045669285967215,0.5060008801451567,1.9041755837164358,0.2456012899732209
warrior,3.4963031253665813,0.39620471745676444,0.9172685091461108,0.46141056469996267
warrior,3.1556047975297927,0.9,0.2940245709118655,0.27077532956779415
warrior,11.84858372182299,0.18192015538000078,1.539615407194029,0.19868075599235066
warrior,3.963280426826904,0.9,1.9326223456262839,0.4278752510253008
warrior,3.26404111122654,0.18929321815242836,1.4430018643551439,0.8
warrior,4.722165339957991,0.7495686324592767,0.7452546408804905,0.35052320030141426
warrior,8.055591235987983,0.9,0.30831829875007805,0.27126226988143254
warrior,0.9825508593529749,0.6816414395099745,0.15947465315904702,0.5190028175476692
warrior,1.8833115646703866,0.9,0.06089235088548442,0.4416786154193548
warrior,2.022878584232618,0.5284222136270459,0.933309817123302,0.8
warrior,9.069590869365156,0.2523685339376688,0.9284601147857132,0.22948197493647393
warrior,1.685266384777791,0.9,0.2834118240689078,0.6139022474396139
